dcid,sentence
HealthBehaviorEnum,Health Behavior Enum; Categories of health-relevant behaviors.
HealthOutcomeEnum,Health Outcome Enum; Categories of health outcomes.
HealthPreventionEnum,Health Prevention Enum; Categories of health preventions.
Diabetes,Diabetes; Diagnosed with diabetes.
CoronaryHeartDisease,Coronary Heart Disease
DentalVisit,Dental Visit; Visits to dentist or dental clinic.
Smoking,Smoking; Currently smokes cigarettes.
HighBloodPressure,High Blood Pressure
Arthritis,Arthritis
ChronicKidneyDisease,Chronic Kidney Disease
PhysicalHealthNotGood,Physical Health Not Good; Physical health not good for >=14 days.
PoorGeneralHealth,Poor General Health; Poor or fair general health.
Depression,Depression
CorePreventiveServices,"Core Preventive Services; Up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and if female, Mammogram past 2 years."
Asthma,Asthma; Currently has asthma.
SleepLessThan7Hours,Sleep Less Than7 Hours; Sleeping less than 7 hours.
CancerExcludingSkinCancer,Cancer Excluding Skin Cancer; Cancer (excluding skin cancer).
Cancer,Cancer
BingeDrinking,"Binge Drinking; As per Center for Disease Control (CDC), Binge Drinking  is consuming 5 or more drinks on an occasion for men or 4 or more drinks on an occasion for women and as per Eurostat it is ingesting more than 60g of pure ethanol on a single occasion."
HighCholesterol,High Cholesterol
CognitiveDisability,Cognitive Disability
HearingDisability,Hearing Disability
NoHealthInsurance,No Health Insurance; Currently without health insurance.
WithHealthInsurance,With Health Insurance; Currently with health insurance.
WithHealthFinanceScheme,With Health Finance Scheme; Currently with a health finance scheme.
PapSmearTest,Pap Smear Test; Papanicolaou smear use.
AnnualCheckup,Annual Checkup; Visit to doctor for annual checkup.
TakingBloodPressureMedication,Taking Blood Pressure Medication; Taking medicine for high blood pressure control.
MentalHealthNotGood,Mental Health Not Good; Mental health not good for >=14 days.
Obesity,Obesity
BodyMassIndexBelowNormal,Body Mass Index Below Normal
HighRiskOfWaistToHipRatio,High Risk Of Waist To Hip Ratio
AllTeethLoss,All Teeth Loss
OralCancer,Oral Cancer
HighBloodSugarLevel,High Blood Sugar Level
VeryHighBloodSugarLevel,Very High Blood Sugar Level
ElevatedBloodPressure,Elevated Blood Pressure
MidlyElevatedBloodPressure,Midly Elevated Blood Pressure
ModeratelyElevatedBloodPressure,Moderately Elevated Blood Pressure
SeverelyElevatedBloodPressure,Severely Elevated Blood Pressure
Mammography,Mammography; Had a mammogram.
CholesterolScreening,Cholesterol Screening
PhysicalInactivity,Physical Inactivity; No leisure-time physical activity.
ColorectalCancerScreening,"Colorectal Cancer Screening; Fecal occult blood test, sigmoidoscopy, or colonoscopy."
ChronicObstructivePulmonaryDisease,Chronic Obstructive Pulmonary Disease; Chronic obstructive pulmonary disease.
Stroke,Stroke
AdjustmentTypeEnum,Adjustment Type Enum; An enumeration of measurements methods distinguishing the type of adjustments made to a measurement.
CrudePrevalence,Crude Prevalence; Indicates crude or non adjusted prevalance (often used for health outcomes).
AgeAdjustedPrevalence,Age Adjusted Prevalence; Indicates age-adjusted prevalance (often used for health outcomes).
healthRelatedSocialNeed,"health Related Social Need; Health-related social needs are the social factors that significantly impact a person's health and well-being, such as housing, transportation, food security, and social support."
HealthRelatedSocialNeedEnum,Health Related Social Need Enum
LackReliableTransport,Lack Reliable Transport
HousingInsecurity,Housing Insecurity
LackSocialAndEmotionalSupport,Lack Social And Emotional Support
ReceivedFoodStamp,Received Food Stamp
FoodInsecurity,Food Insecurity
UtilityServiceShutoffThreat,Utility Service Shutoff Threat
SociallyIsolated,Socially Isolated
Lonely,Lonely
particulateMatter2.5,"particulate Matter2.5; Particulate matter (PM) - is made up of particles (tiny pieces) of solids or liquids that are in the air, like dust, dirt, soot, smoke, and drops of liquid. Fine (smaller) particles, called PM2.5, are more dangerous because they can get into the deep parts of a person's lungs - or even into their blood."
particulateMatter,particulate Matter
CervicalCancerScreening,Cervical Cancer Screening; The process of detecting and removing abnormal tissue or cells in the cervix before cervical cancer develops.
CDCPopulationWeighted,CDCPopulation Weighted; Measurement is calculated for each county based on census tract estimates and 2010 U.S. Census census tract-level population data.
palmerDroughtSeverityIndex,palmer Drought Severity Index; The Palmer Drought Severity Index (PDSI) uses readily available temperature and precipitation data to estimate relative dryness.
standardizedPrecipitationEvapotranspirationIndex,standardized Precipitation Evapotranspiration Index; The Standardized Precipitation Evapotranspiration Index (SPEI) is an extension of the widely used Standardized Precipitation Index (SPI). The SPEI is designed to take into account both precipitation and potential evapotranspiration (PET) in determining drought.
standardizedPrecipitationIndex,standardized Precipitation Index; The Standardized Precipitation Index (SPI) is a widely used index to characterize meteorological drought on a range of timescales.
serotype,"serotype; Serotypes are groups within a single species of microorganisms, such as bacteria or viruses, which share distinctive surface structures."
SerotypeEnum,Serotype Enum
AllSerotypes,All serotypes
SerotypeB,Serotype-B
UnknownSerotype,Unknown serotype
NonSerotypeB,Non-B Serotype
serogroup,serogroup; A group of serotypes that have one or more antigens in common
SerogroupEnum,Serogroup Enum
OtherSerogroups,Other serogroups
UnknownSerogroups,Unknown serogroups
AllSerogroups,All serogroups
ACWYSerogroup,Serogroups ACWY
SerogroupB,Serogroup B
SerogroupA,Serogroup A
transmissionMode,transmission Mode; An infectious agent may be transmitted from its natural reservoir to a susceptible host
TransmissionModeEnum,Transmission Mode Enum
PersonToPersonTransmission,Person-to-Person Transmission
FoodborneTransmission,Foodborne Transmission
IndeterminateOrOtherOrUnknownTramissionMode,Indeterminate or Other or Unknown Tramission Mode
WaterborneTransmission,Waterborne Transmission
AnimalContactTransmission,Transmission by Animal Contact
EnvironmentalContaminationTransmissionExceptFoodOrWater,Transmission by Environmental Contamination except Food or Water
etiology,etiology
AcanthamoebaUnknown,Acanthamoeba unknown
Adenovirus,Adenovirus
AdenovirusB,Adenovirus B
BlastomycesGilchristiiEtiology,Blastomyces Gilchristii
EnterovirusUnknownEtiology,Enterovirus Unknown
EColiUnknownEtiology,Escherichia coli Unknown
AdenovirusF,Adenovirus F
AdenovirusOther,Adenovirus other
AdenovirusUnknown,Adenovirus unknown
AeromonasHydrophiliaEtiology,Aeromonas hydrophilia Etiology
AeromonasUnknown,Aeromonas unknown
AlkalineWater,Alkaline Water
AmnesicShellfishPoison,Amnesic shellfish poison
AnatoxinA,Anatoxin-a
Anisakis,Anisakis
Astrovirus,Anisakis
AvianSchistosomes,Avian schistosomes
BacillusEtiology,Bacillus Etiology
BacillusCereusEtiology,Bacillus cereus Etiology
BacillusOther,Bacillus other
BacillusStearothermophilusEtiology,Bacillus stearothermophilu Etiology
BacillusSubtilusEtiology,Bacillus subtilus Etiology
BacillusUnknown,Bacillus unknown
BlastocystisHominisEtiology,Blastocystis hominis Etiology
ChlorineGas,Chlorine Gas
Ciguatoxin,Ciguatoxin
Brucella,Brucella
BrucellaUnknown,Brucella unknown
BrucellaOther,Brucella Other
CampylobacterEtiology,Campylobacter Etiology
CampylobacterColiEtiology,Campylobacter coli Etiology
CampylobacterFetusEtiology,Campylobacter fetus Etiology
CampylobacterJejuniEtiology,Campylobacter jejuni Etiology
CampylobacterLariEtiology,Campylobacter lari Etiology
CampylobacterOther,Campylobacter other
CampylobacterUnknown,Campylobacter unknown
CleaningAgents,Cleaning agents
ClostridiumEtiology,Clostridium Etiology
ClostridiumBotulinumEtiology,Clostridium botulinum Etiology
ClostridiumDifficileEtiology,Clostridium difficile Etiology
ClostridiumOther,Clostridium other
ClostridiumPerfringensEtiology,Clostridium perfringens Etiology
ClostridiumUnknown,Clostridium unknown
CryptosporidiumEtiology,Cryptosporidium Etiology
CryptosporidiumHominisEtiology,Cryptosporidium hominis Etiology
CryptosporidiumOther,Cryptosporidium other
CryptosporidiumParvumEtiology,Cryptosporidium parvum Etiology
CryptosporidiumUnknown,Cryptosporidium unknown
Cyanotoxin,Cyanotoxin
CyanotoxinOther,Cyanotoxin other
CyanotoxinUnknown,Cyanotoxin unknown
CyclosporaEtiology,Cyclospora Etiology
CyclosporaCayetanensisEtiology,Cyclospora cayetanensis Etiology
DisinfectionByproducts,Disinfection byproducts
EndolimaxNanaEtiology,Endolimax nana Etiology
EntamoebaColiEtiology,Entamoeba coli Etiology
EntamoebaHistolyticaEtiology,Entamoeba histolytica Etiology
EntamoebaUnknown,Entamoeba unknown
EnterobacterEtiology,Enterobacter Etiology
EnterobacterCloacaeEtiology,Enterobacter cloacae Etiology
EnterobacterOther,Enterobacter other
EnterococcusFaecalisEtiology,Enterococcus faecalis
EnterovirusCoxsackievirusAEtiology,Enterovirus Coxsackievirus A Etiology
EscherichiaEtiology,Escherichia
EColiEnteroaggregativeEtiology,"Escherichia coli (E. Coli), Enteroaggregative Etiology"
EColiEnteroinvasiveEtiology,"Escherichia coli (E. Coli), Enteroinvasive Etiology"
EColiEnteropathogenicEtiology,"Escherichia coli (E. Coli), Enteropathogenic Etiology"
EColiEnterotoxigenicEtiology,"Escherichia coli (E. Coli), Enterotoxigenic Etiology"
EColiOther,"Escherichia coli (E. Coli), Other"
Gasoline,Gasoline
GiardiaEtiology,Giardia Etiology
GiardiaDuodenalisEtiology,Giardia duodenalis Etiology
GiardiaUnknown,Giardia unknown
HelicobacterCanadensisEtiology,Helicobacter canadensis Etiology
Heptachlor,Heptachlor
Herbicide,Herbicide
LegionellaEtiology,Legionella Etiology
LegionellaAnisaEtiology,Legionella anisa Etiology
LegionellaBozemaniiEtiology,Legionella bozemanii Etiology
LegionellaDumoffiiEtiology,Legionella dumoffii Etiology
LegionellaFeeleiiEtiology,Legionella feeleii Etiology
LegionellaLongbeachaeEtiology,Legionella longbeachae Etiology
LegionellaOther,Legionella other
LegionellaMicdadeiEtiology,Legionella micdadei Etiology
LegionellaPneumophilaEtiology,Legionella pneumophila Etiology
LegionellaUnknown,Legionella unknown
LeptospiraInterrogansEtiology,Leptospira interrogans Etiology
LeptospiraUnknown,Leptospira unknown
ListeriaMonocytogenesEtiology,Listeria monocytogenes Etiology
ListeriaUnknown,Listeria unknown
MicrocoleusLyngbyeiEtiology,Microcoleus lyngbyei Etiology
Microcystis,Microcystis
MicrocystisUnknown,Microcystis unknown
MycobacteriumAbscessusEtiology,Mycobacterium abscessus Etiology
MycobacteriumAviumEtiology,Mycobacterium avium Etiology
MycobacteriumAviumComplexEtiology,Mycobacterium avium complex Etiology
MycobacteriumOther,Mycobacterium other
MycobacteriumMageritenseEtiology,Mycobacterium mageritense Etiology
Mycotoxins,Mycotoxins
NaegleriaFowleriEtiology,Naegleria fowleri Etiology
NeurotoxicShellfishPoison,Neurotoxic shellfish poison
Norovirus,Norovirus
NorovirusGenogroupEnum,Norovirus Genogroup Enum
NorovirusGenogroupI,Norovirus Genogroup I
NorovirusGenogroupII,Norovirus Genogroup II
NorovirusGenogroupIV,Norovirus Genogroup IV
NorovirusGenogroupIX,Norovirus Genogroup IX
NorovirusOther,Norovirus other
NorovirusUnknown,Norovirus unknown
NORSOthers,NORS Others
NORSOtherBacterium,NORS Other - Bacterium
NORSOtherChemicalOrToxin,NORS Other - Chemical/Toxin
NORSOtherParasite,NORS Other - Parasite
NORSOtherVirus,NORS Other - Virus
NORSOtherMinerals,NORS Other Minerals
PantoeaAgglomeransEtiology,Pantoea agglomerans Etiology
ParalyticShellfishPoison,Paralytic shellfish poison
Pesticides,Pesticides
ToxinsPlantOrHerbal,Plant/Herbal toxins
PlesiomonasShigelloidesEtiology,Plesiomonas shigelloides Etiology
ProteusMirabilisEtiology,Proteus mirabilis Etiology
ProvidenciaUnknown,Providencia unknown
PseudomonasEtiology,Pseudomonas Etiology
PseudomonasAeruginosaEtiology,Pseudomonas aeruginosa Etiology
PseudomonasUnknown,Pseudomonas unknown
PufferFishTetrodotoxin,Puffer fish tetrodotoxin
Rotavirus,Rotavirus
SalmonellaEtiology,Salmonella Etiology
SalmonellaEntericaEtiology,Salmonella enterica Etiology
SalmonellaOther,Salmonella other
SalmonellaUnknown,Salmonella unknown
SalmonellaBongori,Salmonella Bongori
Sapovirus,Sapovirus
SapovirusGenogroupEnum,Sapovirus Genogroup Enum
SapovirusGenogroupI,Sapovirus Genogroup I
SapovirusGenogroupII,Sapovirus Genogroup II
SapovirusGenogroupIV,Sapovirus Genogroup IV
SapovirusGenogroupV,Sapovirus Genogroup V
SapovirusUnknown,Sapovirus unknown
ShigellaEtiology,Shigella Etiology
ShigellaBoydiiEtiology,Shigella boydii Etiology
ShigellaDysenteriaeEtiology,Shigella dysenteriae Etiology
ShigellaFlexneriEtiology,Shigella flexneri Etiology
ShigellaOther,Shigella other
ShigellaSonneiEtiology,Shigella sonnei Etiology
ShigellaUnknown,Shigella unknown
ScombroidToxin,Scombroid toxin
SoapOrDetergent,Soap/Detergent
StaphylococcusEtiology,Staphylococcus Etiology
StaphylococcusAureusEtiology,Staphylococcus aureus Etiology
StaphylococcusOther,Staphylococcus other
StaphylococcusUnknown,Staphylococcus unknown
StreptococcusGroupA,Streptococcus Group A
StreptococcusGroupBOrCOrG,"Streptococcus Group B, C or G"
StreptococcusUnknown,Streptococcus unknown
ToxoplasmaEtiology,Toxoplasma Etiology
ToxoplasmaGondiiEtiology,Toxoplasma gondii Etiology
TrichinellaEtiology,Trichinella Etiology
TrichinellaSpiralisEtiology,Trichinella spiralis Etiology
TrichinellaUnknown,Trichinella unknown
NORSUnknown,NORS Unknown
NORSUnknownBacterium,NORS Unknown - Bacterium
NORSUnknownChemicalOrToxin,NORS Unknown - Chemical/Toxin
NORSUnknownVirus,NORS Unknown - Virus
VibrioEtiology,Vibrio Etiology
VibrioOther,Vibrio other
VibrioParahaemolyticusEtiology,Vibrio parahaemolyticus Etiology
VibrioUnknown,Vibrio unknown
VibrioVulnificusEtiology,Vibrio vulnificus Etiology
YersiniaEtiology,Yersinia Etiology
YersiniaEnterocoliticaEtiology,Yersinia enterocolitica Etiology
YersiniaOther,Yersinia other
YersiniaUnknown,Yersinia unknown
HepatitisB,"Hepatitis B"",""Hepatitis B Vaccine"
AIDS,AIDS
Polio,Polio
timePeriodRelativeToPregnancy,time Period Relative To Pregnancy; Time Period Relative To Pregnancy
TimePeriodRelativeToPregnancyEnum,Time Period Relative To Pregnancy Enum; Time Period Relative To Pregnancy Enum
BeforePregnancy,Before Pregnancy
1MonthBeforePregnancy,1 Month Before Pregnancy
3MonthsBeforePregnancy,3 Months Before Pregnancy
Last3MonthsOfPregnancy,Last 3 Months Of Pregnancy
